Data,Place,Species,sex,age,Ra,W,ring
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.5,5.9,BT00154
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.7,7.2,BT00155
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.3,7.9,BT00156
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.7,7.2,BT00157
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.5,7.6,BT00160
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,32.8,6.2,BT00161
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.9,8.2,BT00163
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,32.8,5.7,BT00166
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.6,6.8,BT00191
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,32.3,7.4,BT00192
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.1,7.5,BT00193
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.4,6.2,BT00199
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.2,6.5,BT00201
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.3,7.4,BT00202
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.5,6.7,BT00206
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,35,7.3,BT00210
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.5,6.6,BT00214
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,32.5,5.5,BT00218
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,32.5,5.7,BT00219
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,31,6.2,BT00220
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,31.2,5.5,BT00221
07.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.5,6.9,BT00222
07.07.2008,Fed3,Myotis dasycneme,female,ad,45.2,16.2,CT00009
07.07.2008,Fed3,Nyctalus noctula,male,sad,52.5,21.9,ET00164
07.07.2008,Fed3,Nyctalus noctula,male,sad,55.2,25.5,ET00165
07.07.2008,Fed3,Nyctalus noctula,male,ad,53.8,30,ET00166
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.7,7.4,BT00276
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34,6.2,BT00278
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,35.6,8.2,BT00279
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,33.7,5.5,BT00280
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.6,7.2,BT00281
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.3,7.7,BT00282
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.8,6.7,BT00283
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.8,7.9,BT00286
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.9,6.9,BT00287
13.07.2008,Fed3,Pipistrellus nathusii,female,sad,34.7,6.7,BT00289
13.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.6,7.3,BT00277
13.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.4,8,BT00284
13.07.2008,Fed3,Pipistrellus nathusii,male,sad,31.8,5.9,BT00285
13.07.2008,Fed3,Pipistrellus nathusii,male,sad,33.6,6.5,BT00288
13.07.2008,Fed3,Pipistrellus nathusii,male,sad,32.1,6.2,BT00290
13.07.2008,Fed3,Pipistrellus nathusii,male,sad,34.1,7.9,BT00291
13.07.2008,Fed3,Pipistrellus pygmaeus,female,sad,30.6,4.9,BT00292
13.07.2008,Fed3,Pipistrellus pygmaeus,female,ad,31,5.7,BT00293
13.07.2008,Fed3,Pipistrellus pygmaeus,female,sad,32.4,5,BT00294
08.07.2008,R2,Vespertilio murinus,female,sad,46.2,11.7,C00010
08.07.2008,R2,Myotis daubentonii,male,ad,38.1,10.2,BT00233
08.07.2008,R2,Pipistrellus nathusii,male,sad,34.2,7.8,BT00234
08.07.2008,R2,Pipistrellus nathusii,male,sad,33.3,7.4,BT00235
08.07.2008,R2,Nyctalus noctula,female,ad,55.6,29.7,ET00173
08.07.2008,R2,Nyctalus noctula,female,sad,54.2,18.5,ET00167
08.07.2008,R2,Nyctalus noctula,female,sad,54.3,24,ET00168
08.07.2008,R2,Nyctalus noctula,female,sad,54.5,26.5,ET00170
08.07.2008,R2,Nyctalus noctula,female,sad,56.7,25.9,ET00171
08.07.2008,R2,Nyctalus noctula,female,sad,54,22.6,ET00172
08.07.2008,R2,Nyctalus noctula,male,ad,55.6,31.2,ET00174
08.07.2008,R2,Nyctalus noctula,male,sad,52.4,23.4,ET00169
14.07.2008,R2,Eptesicus serotinus,female,ad,52.7,22.4,ET00262
14.07.2008,R2,Eptesicus serotinus,female,sad,49.3,17.7,ET00263
14.07.2008,R2,Nyctalus noctula,female,ad,53.6,30.5,ET00269
14.07.2008,R2,Nyctalus noctula,female,ad,55.4,28.7,ET00282
14.07.2008,R2,Nyctalus noctula,female,ad,55,31.7,ET00283
14.07.2008,R2,Nyctalus noctula,female,ad,56.7,32,ET00284
14.07.2008,R2,Nyctalus noctula,female,ad,53,28.7,ET00285
14.07.2008,R2,Nyctalus noctula,female,ad,51.3,25.7,ET00289
14.07.2008,R2,Nyctalus noctula,female,ad,54.3,29,ET00296
14.07.2008,R2,Nyctalus noctula,female,ad,56.7,31.7,ET00303
14.07.2008,R2,Nyctalus noctula,female,sad,57.5,29.7,ET00266
14.07.2008,R2,Nyctalus noctula,female,sad,52.2,24.4,ET00267
14.07.2008,R2,Nyctalus noctula,female,sad,55,26,ET00272
14.07.2008,R2,Nyctalus noctula,female,sad,55.6,25.9,ET00274
14.07.2008,R2,Nyctalus noctula,female,sad,53.7,25.7,ET00275
14.07.2008,R2,Nyctalus noctula,female,sad,55.3,26.8,ET00279
14.07.2008,R2,Nyctalus noctula,female,sad,53.6,27.7,ET00292
14.07.2008,R2,Nyctalus noctula,female,sad,56.3,28.5,ET00295
14.07.2008,R2,Nyctalus noctula,female,sad,54.2,25,ET00297
14.07.2008,R2,Nyctalus noctula,female,sad,53,20.9,ET00298
14.07.2008,R2,Nyctalus noctula,female,sad,57.3,27,ET00299
14.07.2008,R2,Nyctalus noctula,female,sad,53,23,ET00300
14.07.2008,R2,Nyctalus noctula,female,sad,,24.4,ET00302
14.07.2008,R2,Nyctalus noctula,male,sad,54.8,28.7,ET00264
14.07.2008,R2,Nyctalus noctula,male,sad,53.9,28.2,ET00265
14.07.2008,R2,Nyctalus noctula,male,sad,56.9,29.7,ET00268
14.07.2008,R2,Nyctalus noctula,male,sad,55.3,27.4,ET00270
14.07.2008,R2,Nyctalus noctula,male,sad,55.2,25,ET00271
14.07.2008,R2,Nyctalus noctula,male,sad,53.2,26,ET00273
14.07.2008,R2,Nyctalus noctula,male,sad,51.6,21.4,ET00276
14.07.2008,R2,Nyctalus noctula,male,sad,53.6,26.2,ET00277
14.07.2008,R2,Nyctalus noctula,male,sad,52.9,27.9,ET00278
14.07.2008,R2,Nyctalus noctula,male,sad,52.8,22.3,ET00280
14.07.2008,R2,Nyctalus noctula,male,sad,52.6,24,ET00281
14.07.2008,R2,Nyctalus noctula,male,sad,55.8,28.9,ET00286
14.07.2008,R2,Nyctalus noctula,male,sad,53.8,26.8,ET00287
14.07.2008,R2,Nyctalus noctula,male,sad,54.3,25.9,ET00288
14.07.2008,R2,Nyctalus noctula,male,sad,54,28.7,ET00290
14.07.2008,R2,Nyctalus noctula,male,sad,54.9,26.4,ET00052
14.07.2008,R2,Nyctalus noctula,male,sad,53.6,26.9,ET00291
14.07.2008,R2,Nyctalus noctula,male,sad,53,25.5,ET00293
14.07.2008,R2,Nyctalus noctula,male,sad,53.8,23.7,ET00294
14.07.2008,R2,Nyctalus noctula,male,sad,52.1,27,ET00301
14.07.2008,R2,Pipistrellus nathusii,male,sad,32.4,7,BT00311
14.07.2008,R2,Pipistrellus nathusii,female,sad,35,7.5,BT00312
09.07.2008,F4,Nyctalus noctula,female,ad,58.3,29.7,ET00176
09.07.2008,F4,Nyctalus noctula,female,ad,55.2,30,ET00179
09.07.2008,F4,Nyctalus noctula,female,ad,54.4,32.7,ET00182
09.07.2008,F4,Nyctalus noctula,female,ad,54.3,28.4,ET00183
09.07.2008,F4,Nyctalus noctula,female,ad,56.5,29.9,ET00184
09.07.2008,F4,Nyctalus noctula,female,ad,55.2,29.9,ET00186
09.07.2008,F4,Nyctalus noctula,female,ad,53.5,28.9,ET00187
09.07.2008,F4,Nyctalus noctula,female,ad,56.8,31.9,ET00189
09.07.2008,F4,Nyctalus noctula,female,ad,52.9,31.4,ET00190
09.07.2008,F4,Nyctalus noctula,female,ad,56.4,37.5,C006623
09.07.2008,F4,Nyctalus noctula,female,ad,54.9,29.6,ET00191
09.07.2008,F4,Nyctalus noctula,female,ad,54.7,29.5,ET00193
09.07.2008,F4,Nyctalus noctula,female,ad,55.7,32,ET00195
09.07.2008,F4,Nyctalus noctula,female,ad,53.7,27.7,ET00199
09.07.2008,F4,Nyctalus noctula,female,sad,56.2,26.9,ET00175
09.07.2008,F4,Nyctalus noctula,female,sad,55,26.1,ET00185
09.07.2008,F4,Nyctalus noctula,female,sad,53.1,22.8,ET00196
09.07.2008,F4,Nyctalus noctula,male,ad,54.4,30.7,ET00177
09.07.2008,F4,Nyctalus noctula,male,ad,52,27.8,ET00181
09.07.2008,F4,Nyctalus noctula,male,ad,53.8,30.7,ET00192
09.07.2008,F4,Nyctalus noctula,male,ad,54.5,33.5,ET00194
09.07.2008,F4,Nyctalus noctula,male,sad,54,24.7,ET00178
09.07.2008,F4,Nyctalus noctula,male,sad,53.2,23.5,ET00180
09.07.2008,F4,Nyctalus noctula,male,sad,53.5,26.2,ET00188
09.07.2008,F4,Nyctalus noctula,male,sad,55.1,27.9,ET00197
09.07.2008,F4,Nyctalus noctula,male,sad,52.6,29.5,ET00198
09.07.2008,F4,Pipistrellus pygmaeus,female,ad,29.4,5.5,BT00236
09.07.2008,F4,Pipistrellus pygmaeus,female,ad,32.1,5.7,BT00237
17.07.2008,F4,Vespertilio murinus,male,ad,43.3,13.1,CT00017
17.07.2008,F4,Myotis brandtii,female,ad,35.9,7.1,BT00325
17.07.2008,F4,Pipistrellus pygmaeus,female,ad,30.3,5.9,BT00326
17.07.2008,F4,Pipistrellus pygmaeus,female,ad,31,5.9,BT00327
17.07.2008,F4,Pipistrellus pygmaeus,female,sad,29,4.8,BT00328
17.07.2008,F4,Pipistrellus pygmaeus,female,ad,31.8,5.5,BT00329
09.07.2008,F3,Myotis daubentonii,male,ad,36.3,8.4,BT00238
09.07.2008,F3,Pipistrellus pygmaeus,male,sad,29.2,3.9,BT00239
09.07.2008,F3,Pipistrellus nathusii,male,ad,33.6,7.2,BT00240
09.07.2008,F3,Pipistrellus nathusii,male,ad,31,6.9,BT00241
09.07.2008,F3,Nyctalus noctula,female,ad,53.3,28.9,ET00200
09.07.2008,F3,Nyctalus noctula,male,sad,54.8,26.5,ET00201
17.07.2008,F3,Plecotus auritus,female,ad,39,9.2,BT00317
17.07.2008,F3,Myotis brandtii,male,ad,35.7,6.7,BT00318
17.07.2008,F3,Pipistrellus pygmaeus,female,sad,30.8,5.4,BT00319
17.07.2008,F3,Pipistrellus pygmaeus,male,sad,31.1,3.8,BT00320
17.07.2008,F3,Pipistrellus pygmaeus,female,sad,31.5,4,BT00321
17.07.2008,F3,Pipistrellus pygmaeus,female,ad,30.2,5.4,BT00322
17.07.2008,F3,Pipistrellus nathusii,female,sad,34.9,7,BT00323
17.07.2008,F3,Pipistrellus nathusii,female,ad,34.4,8.9,BT00323
17.07.2008,F3,Nyctalus leisleri,female,ad,45.2,16.9,CT00015
17.07.2008,F3,Nyctalus leisleri,female,sad,45.2,15.3,CT00016
17.07.2008,F3,Nyctalus noctula,female,ad,55.1,31,ET00305
17.07.2008,F3,Nyctalus noctula,male,ad,54.3,32.2,ET00306
17.07.2008,F3,Nyctalus noctula,female,ad,54.4,26.5,ET00307
17.07.2008,F3,Nyctalus noctula,female,ad,54.8,30.9,ET00186
02.07.2011,Fed1,Pipistrellus pygmaeus,female,ad,31.6,5.4,AT00001
02.07.2011,Fed1,Pipistrellus pygmaeus,female,ad,31.1,5.8,AT00002
02.07.2011,Fed1,Pipistrellus nathusii,female,ad,34,8.9,BT02014
02.07.2011,Fed1,Pipistrellus nathusii,female,ad,34.8,8.7,BT02013
02.07.2011,Fed1,Nyctalus leisleri,female,ad,46.4,17.6,CT00139
02.07.2011,Fed1,Myotis daubentonii,female,ad,37.8,9.6,BT02015
02.07.2011,Fed1,Myotis daubentonii,female,ad,38.3,7.7,BT02017
02.07.2011,Fed1,Myotis daubentonii,female,ad,36.8,8.3,BT02018
02.07.2011,Fed1,Myotis daubentonii,female,ad,38.2,7.9,BT02021
02.07.2011,Fed1,Myotis daubentonii,female,ad,37.7,7.9,BT02023
02.07.2011,Fed1,Myotis daubentonii,female,ad,37.9,8.7,BT02026
02.07.2011,Fed1,Myotis daubentonii,female,ad,38.4,10.3,BT02027
02.07.2011,Fed1,Myotis daubentonii,female,sad,37.2,6.2,BT02025
02.07.2011,Fed1,Myotis daubentonii,male,ad,37.1,7.5,BT02016
02.07.2011,Fed1,Myotis daubentonii,male,ad,37.7,7.3,BT02022
02.07.2011,Fed1,Myotis daubentonii,male,ad,36.2,7.3,BT02028
02.07.2011,Fed1,Myotis daubentonii,male,sad,36.1,6.5,BT02019
02.07.2011,Fed1,Myotis daubentonii,male,sad,36.7,6.4,BT02020
02.07.2011,Fed1,Myotis daubentonii,male,sad,36.8,6.1,BT02024
02.07.2011,Fed1,Nyctalus noctula,female,ad,54.2,27.4,DT01024
02.07.2011,Fed1,Nyctalus noctula,female,ad,57.2,28.8,DT01025
02.07.2011,Fed1,Nyctalus noctula,female,ad,55.1,30.4,DT01026
02.07.2011,Fed1,Nyctalus noctula,female,ad,56.2,29.9,DT01027
02.07.2011,Fed1,Nyctalus noctula,female,ad,55.7,29.1,DT01029
02.07.2011,Fed1,Nyctalus noctula,female,ad,58.6,31.3,DT01030
02.07.2011,Fed1,Nyctalus noctula,female,ad,56,30.9,DT01031
02.07.2011,Fed1,Nyctalus noctula,female,ad,54.7,30.4,DT01032
02.07.2011,Fed1,Nyctalus noctula,female,ad,56.9,32.7,DT01034
02.07.2011,Fed1,Nyctalus noctula,female,ad,57.8,29.9,DT01036
02.07.2011,Fed1,Nyctalus noctula,female,ad,55.3,29.3,DT01041
02.07.2011,Fed1,Nyctalus noctula,female,sad,54,20.3,DT01028
02.07.2011,Fed1,Nyctalus noctula,female,sad,52.3,18.6,DT01033
02.07.2011,Fed1,Nyctalus noctula,female,sad,53.4,18.2,DT01035
02.07.2011,Fed1,Nyctalus noctula,female,sad,56.5,19.3,DT01038
02.07.2011,Fed1,Nyctalus noctula,female,sad,56,22,DT01039
02.07.2011,Fed1,Nyctalus noctula,female,sad,56,22.5,DT01040
02.07.2011,Fed1,Nyctalus noctula,male,sad,53.7,20.5,DT01023
02.07.2011,Fed1,Nyctalus noctula,male,sad,54.3,19.4,DT01037
02.07.2011,Fed1,Nyctalus noctula,male,sad,52.2,17.5,DT01042
17.07.2011,Fed1,Pipistrellus kuhlii,female,ad,37.7,8,AT00171
17.07.2011,Fed1,Pipistrellus pygmaeus,female,ad,31.1,5.6,AT00172
17.07.2011,Fed1,Pipistrellus pygmaeus,female,ad,31.6,4.2,AT00174
17.07.2011,Fed1,Pipistrellus pygmaeus,female,ad,31.3,4.7,AT00180
17.07.2011,Fed1,Pipistrellus pygmaeus,female,ad,30.3,4.8,AT00143
17.07.2011,Fed1,Pipistrellus pygmaeus,female,sad,30,3.4,AT00175
17.07.2011,Fed1,Pipistrellus pygmaeus,female,sad,30.1,2.8,AT00178
17.07.2011,Fed1,Pipistrellus pygmaeus,female,sad,30.5,2.9,AT00179
17.07.2011,Fed1,Pipistrellus pygmaeus,male,sad,29.1,2.6,AT00173
17.07.2011,Fed1,Pipistrellus pygmaeus,male,sad,28.6,2.8,AT00176
17.07.2011,Fed1,Pipistrellus pygmaeus,male,sad,29.3,3.2,AT00177
17.07.2011,Fed1,Nyctalus leisleri,female,sad,44.9,12.6,CT00145
17.07.2011,Fed1,Nyctalus leisleri,female,sad,41.7,12.1,CT00146
17.07.2011,Fed1,Nyctalus leisleri,female,ad,45.8,17.5,CT00147
17.07.2011,Fed1,Nyctalus leisleri,female,ad,43.9,17.2,CT00148
17.07.2011,Fed1,Pipistrellus nathusii,female,ad,35.1,7.2,BT01240
17.07.2011,Fed1,Myotis daubentonii,female,ad,37.5,7.7,?05681
17.07.2011,Fed1,Myotis daubentonii,female,sad,35.4,5.7,BT01241
17.07.2011,Fed1,Nyctalus noctula,female,ad,54.6,27.7,DT01319
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.1,31.8,CO06292
17.07.2011,Fed1,Nyctalus noctula,female,ad,55.6,32.4,DT01321
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.4,29.5,
17.07.2011,Fed1,Nyctalus noctula,female,ad,55.1,29.4,DT01333
17.07.2011,Fed1,Nyctalus noctula,female,ad,52.3,30.3,DT01334
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.1,31.3,DT01337
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.2,30.5,DT01338
17.07.2011,Fed1,Nyctalus noctula,female,ad,54,27.5,DT01340
17.07.2011,Fed1,Nyctalus noctula,female,ad,53.5,27.5,DT01344
17.07.2011,Fed1,Nyctalus noctula,female,ad,55.2,27.7,DT01347
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.1,27.3,DT01349
17.07.2011,Fed1,Nyctalus noctula,female,ad,54.5,27.3,DT01352
17.07.2011,Fed1,Nyctalus noctula,female,ad,55.5,26.3,DT01355
17.07.2011,Fed1,Nyctalus noctula,female,ad,55.7,26.8,DT01360
17.07.2011,Fed1,Nyctalus noctula,female,ad,53.4,31.3,DT01361
17.07.2011,Fed1,Nyctalus noctula,female,ad,53.4,31.6,DT01370
17.07.2011,Fed1,Nyctalus noctula,female,ad,54.8,31.3,DT01371
17.07.2011,Fed1,Nyctalus noctula,female,ad,55.5,28.6,DT01372
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.8,30,DT01379
17.07.2011,Fed1,Nyctalus noctula,female,ad,56.1,30,DT01385
17.07.2011,Fed1,Nyctalus noctula,female,sad,53,23.1,DT01317
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.6,20.1,DT01137
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.4,21.6,DT01322
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.7,23.4,DT01324
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.7,23.7,DT01326
17.07.2011,Fed1,Nyctalus noctula,female,sad,53,24.5,DT01329
17.07.2011,Fed1,Nyctalus noctula,female,sad,55.4,24.2,DT01331
17.07.2011,Fed1,Nyctalus noctula,female,sad,56,26,DT01335
17.07.2011,Fed1,Nyctalus noctula,female,sad,54.7,25.7,DT01336
17.07.2011,Fed1,Nyctalus noctula,female,sad,54.4,28,DT01339
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.8,23.5,DT01346
17.07.2011,Fed1,Nyctalus noctula,female,sad,52,28.1,DT01351
17.07.2011,Fed1,Nyctalus noctula,female,sad,56.1,28.6,DT01353
17.07.2011,Fed1,Nyctalus noctula,female,sad,51.8,17.8,DT01356
17.07.2011,Fed1,Nyctalus noctula,female,sad,50.4,17,DT01357
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.3,26.8,DT01359
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.4,25.5,DT01362
17.07.2011,Fed1,Nyctalus noctula,female,sad,54.2,24.9,DT01363
17.07.2011,Fed1,Nyctalus noctula,female,sad,55.1,26.5,DT01364
17.07.2011,Fed1,Nyctalus noctula,female,sad,51,24,DT01366
17.07.2011,Fed1,Nyctalus noctula,female,sad,54.4,26.4,DT01369
17.07.2011,Fed1,Nyctalus noctula,female,sad,55.2,26.5,DT01375
17.07.2011,Fed1,Nyctalus noctula,female,sad,51.4,27.6,DT01376
17.07.2011,Fed1,Nyctalus noctula,female,sad,54.8,24.9,DT01377
17.07.2011,Fed1,Nyctalus noctula,female,sad,55.1,26.9,DT01381
17.07.2011,Fed1,Nyctalus noctula,female,sad,56.7,28.6,DT01383
17.07.2011,Fed1,Nyctalus noctula,female,sad,54.3,27.6,DT01384
17.07.2011,Fed1,Nyctalus noctula,female,sad,57.4,28.8,DT01388
17.07.2011,Fed1,Nyctalus noctula,female,sad,52,22,DT01390
17.07.2011,Fed1,Nyctalus noctula,female,sad,53.9,24.7,DT01391
17.07.2011,Fed1,Nyctalus noctula,male,sad,48.2,14.2,DT01318
17.07.2011,Fed1,Nyctalus noctula,male,sad,55,25.8,DT01320
17.07.2011,Fed1,Nyctalus noctula,male,sad,52.1,19.4,DT01323
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.9,26.7,DT01325
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.6,26.4,DT01327
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.4,23.5,DT01328
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.3,27.3,DT01330
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.7,28,DT01341
17.07.2011,Fed1,Nyctalus noctula,male,sad,52.7,21.9,DT01342
17.07.2011,Fed1,Nyctalus noctula,male,sad,52.9,24.1,DT01343
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.3,24.4,DT01345
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.6,28.4,DT01348
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.9,27.6,DT01350
17.07.2011,Fed1,Nyctalus noctula,male,sad,52.4,27,DT01354
17.07.2011,Fed1,Nyctalus noctula,male,sad,52.8,21.2,DT01358
17.07.2011,Fed1,Nyctalus noctula,male,sad,52,17.6,DT01365
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.5,25.3,DT01277
17.07.2011,Fed1,Nyctalus noctula,male,sad,52.8,26.1,DT01367
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.5,21.8,DT01368
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.2,27.2,DT01373
17.07.2011,Fed1,Nyctalus noctula,male,sad,53.9,27.3,DT01374
17.07.2011,Fed1,Nyctalus noctula,male,sad,56.3,30.3,DT01378
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.2,27.3,DT01380
17.07.2011,Fed1,Nyctalus noctula,male,sad,55.2,28.7,DT01382
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.7,25.4,DT01386
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.8,27.1,DT01387
17.07.2011,Fed1,Nyctalus noctula,male,sad,54.2,26.5,DT01389
05.07.2011,Fed2,Myotis daubentonii,female,ad,38.4,9.7,BT02087
05.07.2011,Fed2,Myotis daubentonii,female,ad,38.9,8.7,BT02088
05.07.2011,Fed2,Myotis daubentonii,female,ad,37.2,8.8,BT02089
05.07.2011,Fed2,Myotis daubentonii,female,ad,38.1,8.7,BT02090
05.07.2011,Fed2,Myotis daubentonii,female,ad,37.4,7.3,BT00305
05.07.2011,Fed2,Myotis daubentonii,female,ad,37.3,8.4,BT02095
05.07.2011,Fed2,Myotis daubentonii,female,ad,35.8,7.9,BT02098
05.07.2011,Fed2,Myotis daubentonii,female,ad,37.8,10.2,BT02102
05.07.2011,Fed2,Myotis daubentonii,female,sad,39,6.9,BT02091
05.07.2011,Fed2,Myotis daubentonii,female,sad,36.7,6.6,BT02092
05.07.2011,Fed2,Myotis daubentonii,female,sad,38.5,7.1,BT02101
05.07.2011,Fed2,Myotis daubentonii,male,ad,38.5,8.3,BT02099
05.07.2011,Fed2,Myotis daubentonii,male,ad,37.8,8.7,BT02100
05.07.2011,Fed2,Myotis daubentonii,male,sad,36.2,7,BT02093
05.07.2011,Fed2,Myotis daubentonii,male,sad,37.2,5.9,BT02094
05.07.2011,Fed2,Myotis daubentonii,male,sad,38.8,7.2,BT02096
05.07.2011,Fed2,Myotis daubentonii,male,sad,37.7,6.2,BT02097
05.07.2011,Fed2,Myotis daubentonii,male,sad,36.4,5.8,BT02103
05.07.2011,Fed2,Eptesicus serotinus,male,ad,51,18,DT01063
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.2,5.2,AT00134
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,30.8,5.8,AT00135
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.1,5.2,AT00136
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.8,5.9,AT00137
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.9,5.9,AT00138
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.2,5.9,AT00139
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.3,5.6,AT00140
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,30.9,4.5,AT00141
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,31.2,5.3,AT00142
05.07.2011,Fed2,Pipistrellus pygmaeus,female,ad,30.3,5.9,AT00143
05.07.2011,Fed2,Nyctalus noctula,female,ad,52.8,27.9,DT01067
05.07.2011,Fed2,Nyctalus noctula,female,ad,57.8,30.2,DT01068
05.07.2011,Fed2,Nyctalus noctula,female,ad,55.2,29.5,DT01070
05.07.2011,Fed2,Nyctalus noctula,female,sad,54.1,22.4,DT01064
05.07.2011,Fed2,Nyctalus noctula,female,sad,54.3,18.3,DT01065
05.07.2011,Fed2,Nyctalus noctula,female,sad,53.5,21.1,DT01071
05.07.2011,Fed2,Nyctalus noctula,male,sad,53.6,20.3,DT01066
05.07.2011,Fed2,Nyctalus noctula,male,sad,55,21.8,DT01069
13.07.2011,Fed2,Nyctalus noctula,female,ad,51.5,30,DT01194
13.07.2011,Fed2,Nyctalus noctula,female,ad,55.2,29.7,DT01199
